tm_id,player_name,stats_url
1058515,Kacper Koscierski,https://www.transfermarkt.com/kacper-koscierski/leistungsdatendetails/spieler/1058515
1047136,Cajetan Lenz,https://www.transfermarkt.com/cajetan-lenz/leistungsdatendetails/spieler/1047136
119044,Marcel Sobottka,https://www.transfermarkt.com/marcel-sobottka/leistungsdatendetails/spieler/119044
884810,Kjell Wätjen,https://www.transfermarkt.com/kjell-watjen/leistungsdatendetails/spieler/884810
796221,Mats Pannewig,https://www.transfermarkt.com/mats-pannewig/leistungsdatendetails/spieler/796221
204047,Matus Bero,https://www.transfermarkt.com/matus-bero/leistungsdatendetails/spieler/204047
1182563,Moritz Göttlicher,https://www.transfermarkt.com/moritz-gottlicher/leistungsdatendetails/spieler/1182563
295060,Koji Miyoshi,https://www.transfermarkt.com/koji-miyoshi/leistungsdatendetails/spieler/295060
333464,Romario Rösch,https://www.transfermarkt.com/romario-rosch/leistungsdatendetails/spieler/333464
929943,Francis Onyeka,https://www.transfermarkt.com/francis-onyeka/leistungsdatendetails/spieler/929943
316575,Moritz-Broni Kwarteng,https://www.transfermarkt.com/moritz-broni-kwarteng/leistungsdatendetails/spieler/316575
190289,Gerrit Holtmann,https://www.transfermarkt.com/gerrit-holtmann/leistungsdatendetails/spieler/190289
897402,Farid Alfa-Ruprecht,https://www.transfermarkt.com/farid-alfa-ruprecht/leistungsdatendetails/spieler/897402
953135,Callum Marshall,https://www.transfermarkt.com/callum-marshall/leistungsdatendetails/spieler/953135
484888,Ibrahim Sissoko,https://www.transfermarkt.com/ibrahim-sissoko/leistungsdatendetails/spieler/484888
119037,Philipp Hofmann,https://www.transfermarkt.com/philipp-hofmann/leistungsdatendetails/spieler/119037
93651,Marcel Schuhen,https://www.transfermarkt.com/marcel-schuhen/leistungsdatendetails/spieler/93651
146693,Alexander Brunst,https://www.transfermarkt.com/alexander-brunst/leistungsdatendetails/spieler/146693
1008242,Benedikt Börner,https://www.transfermarkt.com/benedikt-borner/leistungsdatendetails/spieler/1008242
391742,Patric Pfeiffer,https://www.transfermarkt.com/patric-pfeiffer/leistungsdatendetails/spieler/391742
433388,Matej Maglica,https://www.transfermarkt.com/matej-maglica/leistungsdatendetails/spieler/433388
398851,Aleksandar Vukotic,https://www.transfermarkt.com/aleksandar-vukotic/leistungsdatendetails/spieler/398851
